date,storage,type
2011-09-12,3.42,2
2011-09-13,3.39,2
2011-09-14,3.36,2
2011-09-15,3.33,2
2011-09-16,3.33,2
2011-09-17,3.33,2
2011-09-18,3.34,2
2011-09-19,3.34,2
2011-09-20,3.35,2
2011-09-21,3.33,2
2011-09-22,3.29,2
2011-09-23,3.26,2
2011-09-24,3.24,2
2011-09-25,3.23,2
2011-09-26,3.19,2
2011-09-27,3.16,2
2011-09-28,3.13,2
2011-09-29,3.11,2
2011-09-30,3.08,2
2011-10-01,3.05,2
2011-10-02,3.02,2
2011-10-03,2.99,2
2011-10-04,2.96,2
2011-10-05,2.94,2
2011-10-06,2.91,2
2011-10-07,2.88,2
2011-10-08,2.85,2
2011-10-09,2.82,2
2011-10-10,2.79,2
2011-10-11,2.76,2
2011-10-12,2.72,2
2011-10-13,2.68,2
2011-10-14,2.64,2
2011-10-15,2.61,2
2011-10-16,2.57,2
2011-10-17,2.54,2
2011-10-18,2.5,2
2011-10-19,2.47,2
2011-10-20,2.43,2
2011-10-21,2.4,2
2011-10-22,2.36,2
2011-10-23,2.32,2
2011-10-24,2.29,2
2011-10-25,2.26,2
2011-10-26,2.23,2
2011-10-27,2.19,2
2011-10-28,2.17,2
2011-10-29,2.14,2
2011-10-30,2.11,2
2011-10-31,2.08,2
2011-11-01,2.04,2
2011-11-02,2.02,2
2011-11-03,2.01,2
2011-11-04,2.05,2
2011-11-05,2.08,2
2011-11-06,2.1,2
2011-11-07,2.12,2
2011-11-08,2.12,2
2011-11-09,2.12,2
2011-11-10,2.11,2
2011-11-11,2.11,2
2011-11-12,2.1,2
2011-11-13,2.1,2
2011-11-14,2.1,2
2011-11-15,2.1,2
2011-11-16,2.11,2
2011-11-17,2.11,2
2011-11-18,2.11,2
2011-11-19,2.11,2
2011-11-20,2.11,2
2011-11-21,2.12,2
2011-11-22,2.12,2
2011-11-23,2.12,2
2011-11-24,2.13,2
2011-11-25,2.13,2
2011-11-26,2.14,2
2011-11-27,2.14,2
2011-11-28,2.15,2
2011-11-29,2.15,2
2011-11-30,2.15,2
2011-12-01,2.16,2
2011-12-02,2.16,2
2011-12-03,2.17,2
2011-12-04,2.19,2
2011-12-05,2.2,2
2011-12-06,2.21,2
2011-12-07,2.22,2
2011-12-08,2.24,2
2011-12-09,2.26,2
2011-12-10,2.27,2
2011-12-11,2.29,2
2011-12-12,2.3,2
2011-12-13,2.31,2
2011-12-14,2.32,2
2011-12-15,2.34,2
2011-12-16,2.35,2
2011-12-17,2.37,2
2011-12-18,2.38,2
2011-12-19,2.39,2
2011-12-20,2.4,2
2011-12-21,2.41,2
2011-12-22,2.42,2
2011-12-23,2.43,2
2011-12-24,2.44,2
2011-12-25,2.45,2
2011-12-26,2.46,2
2011-12-27,2.47,2
2011-12-28,2.48,2
2011-12-29,2.48,2
2011-12-30,2.49,2
2011-12-31,2.49,2
2012-01-01,2.49,2
2012-01-02,2.5,2
2012-01-03,2.5,2
2012-01-04,2.51,2
2012-01-05,2.51,2
2012-01-06,2.51,2
2012-01-07,2.51,2
2012-01-08,2.52,2
2012-01-09,2.52,2
2012-01-10,2.53,2
2012-01-11,2.53,2
2012-01-12,2.53,2
2012-01-13,2.53,2
2012-01-14,2.53,2
2012-01-15,2.53,2
2012-01-16,2.53,2
2012-01-17,2.52,2
2012-01-18,2.52,2
2012-01-19,2.52,2
2012-01-20,2.51,2
2012-01-21,2.5,2
2012-01-22,2.5,2
2012-01-23,2.49,2
2012-01-24,2.49,2
2012-01-25,2.48,2
2012-01-26,2.45,2
2012-01-27,2.43,2
2012-01-28,2.42,2
