gauge_id,chanbnkf_mean,chanbw_mean,changrad_mean,chanlength_sum,chanman_mean,cropcoef_mean,cropcoef_std,dom_01,dom_02,dom_03,dom_04,dom_05,dom_06,dom_07,dom_08,dom_09,dom_10,dom_11,dom_12,dom_yr,ene_01,ene_02,ene_03,ene_04,ene_05,ene_06,ene_07,ene_08,ene_09,ene_10,ene_11,ene_12,ene_yr,ind_01,ind_02,ind_03,ind_04,ind_05,ind_06,ind_07,ind_08,ind_09,ind_10,ind_11,ind_12,ind_yr,liv_01,liv_02,liv_03,liv_04,liv_05,liv_06,liv_07,liv_08,liv_09,liv_10,liv_11,liv_12,liv_yr,reserv_vol,reserv_count,elv_mean,elv_std,elv_min,elv_max,gradient_mean,gradient_std,upArea_max,lake_area,lake_count,lai01,lai02,lai03,lai04,lai05,lai06,lai07,lai08,lai09,lai10,lai11,lai12,laiyrmean,laiyrmax,laiyrmin,ksat1,ksat2,ksat3,lambda1,lambda2,lambda3,genua1,genua2,genua3,soildepth1,soildepth2,soildepth3,thetas1,thetas2,thetas3,thetar1,thetar2,thetar3,forest,irrigated,other,rice,sealed,water,land_use_main
1080,1.4817239046096802,0.0,0.0348732136189937,84818.078125,0.0358584783971309,0.9187700748443604,0.0597394816577434,3.9605870246887207,3.826570510864258,3.9605870246887207,4.152646064758301,4.355293273925781,4.455292701721191,4.53617525100708,4.55029296875,4.533528327941895,4.452646255493164,4.346763610839844,4.169090270996094,4.274117469787598,0.3499999642372131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3499999642372131,6.952083587646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.952083587646484,0.4899998903274536,0.0891428515315055,1.77264666557312,2.2038230895996094,2.689411401748657,3.6655871868133545,3.8444104194641113,3.635293483734131,2.81823468208313,2.7220582962036133,1.427940845489502,0.03999999538064,2.116665840148926,0.0,0.0,490.8937072753906,237.0597076416016,85.93810272216797,1257.8685302734375,0.0690860673785209,0.0543635115027427,766561088.0,0.0,0.0,1.004252791404724,1.0899194478988647,1.3336546421051023,2.529688596725464,4.589720249176025,4.96898078918457,4.594660758972168,3.975082874298096,3.273088932037353,2.1836628913879395,1.3643919229507446,1.0319222211837769,2.6615853309631348,5.061906814575195,0.979242503643036,54.62257385253906,44.12423706054688,37.67838668823242,0.2913519144058227,0.2680742144584656,0.29982790350914,0.0088878842070698,0.0140131991356611,0.0089691365137696,48.95449447631836,1316.2425537109375,11788.701171875,0.5403900742530823,0.4364572465419769,0.4194017052650451,0.0410000048577785,0.0410000048577785,0.0410000048577785,0.6875523328781128,0.0004176651709713,0.2915375530719757,0.0,0.0200825370848178,0.0004098687204532,1
1103,1.6071252822875977,0.0,0.0248215533792972,41284.71875,0.0333723053336143,0.9217469096183776,0.0569127239286899,4.452645301818848,4.257427215576172,4.455292701721191,4.619116306304932,4.714116096496582,4.779410362243652,4.819704055786133,4.841468811035156,4.819704055786133,4.779410362243652,4.712057113647461,4.63060474395752,4.655832767486572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.615417003631592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.615417003631592,0.0,0.0237142834812402,0.8382351398468018,1.122058629989624,1.538823127746582,2.159999370574951,2.1552934646606445,1.9929406642913816,1.757646560668945,1.64235258102417,0.3882352113723755,0.0,1.1349996328353882,0.0,0.0,482.5039978027344,207.1891632080078,108.41873168945312,1117.6370849609375,0.0683803707361221,0.0510295629501342,452328896.0,0.0,0.0,1.2466140985488892,1.3593140840530396,1.6061609983444214,2.614834308624268,4.228977680206299,4.552087783813477,4.195418834686279,3.684253692626953,3.081587076187134,2.2414755821228027,1.5328798294067385,1.229136943817139,2.631061792373657,4.63862943649292,1.1884512901306152,56.52864837646485,42.24738693237305,35.235355377197266,0.2868010103702545,0.2630141675472259,0.2938838899135589,0.0087091121822595,0.0136349163949489,0.0086227124556899,48.73159790039063,1304.841064453125,11027.0126953125,0.5344302654266357,0.4311473369598388,0.4161917567253113,0.0410000011324882,0.0410000011324882,0.0410000011324882,0.6923227310180664,0.0,0.282309353351593,0.0,0.0241109821945428,0.0012569576501846,1
1105,1.3258198499679563,0.0,0.0229157097637653,22468.134765625,0.0360292233526706,0.9511519074440002,0.0311636179685592,0.0,0.0,0.0,0.0,0.0,0.0,0.0005882352706976,0.0005882352706976,0.0005882352706976,0.0,0.0,0.0,0.0001470588176744,1.2799999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2799999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048571429215371,0.1699999570846557,0.1741175949573516,0.3141176104545593,0.4535293281078338,0.5664705038070679,0.448529303073883,0.3999999165534973,0.3885293304920196,0.0097058806568384,0.0,0.2441665828227996,50400000.0,1.0,491.1709289550781,186.75607299804688,150.59893798828125,878.330322265625,0.0643651485443115,0.0379444770514965,220786976.0,0.0,0.0,0.8105245232582092,0.867117166519165,1.0235251188278198,2.119598150253296,4.718982219696045,5.5678815841674805,5.462759017944336,4.821508884429932,3.742938280105591,2.1836929321289062,1.2300106287002563,0.8607019782066345,2.7841033935546875,5.618578910827637,0.7992837429046631,44.53019714355469,45.53438186645508,38.9473991394043,0.3041727244853973,0.2874542474746704,0.3147606551647186,0.0088083380833268,0.0159579347819089,0.0100669134408235,49.76089859008789,1372.35888671875,9940.7587890625,0.5642381906509399,0.4536556005477905,0.4254536926746368,0.0410000048577785,0.0410000048577785,0.0410000048577785,0.8017654418945312,0.0,0.1934525817632675,0.0,0.0010760399745777,0.0037059746682643,1
1106,1.691074013710022,0.0,0.0286389589309692,59496.734375,0.0329609438776969,0.9256102442741394,0.0450043007731437,0.671764612197876,0.6311427354812622,0.671764612197876,0.7588233947753906,0.8299998044967651,0.8635292649269104,0.8799998760223389,0.8823527097702026,0.8799998760223389,0.8611763119697571,0.8276468515396118,0.7648483514785767,0.7932596206665039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0791668891906738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0791668891906738,0.0099999979138374,0.0105714267119765,0.0299999937415123,0.0326470509171485,0.1567646861076355,1.3755879402160645,1.5544114112854004,1.3449997901916504,0.5102940201759338,0.1847058534622192,0.0099999979138374,0.00999999884516,0.435833215713501,0.0,0.0,479.5917663574219,217.58880615234372,73.95035552978516,1052.828369140625,0.0710352137684822,0.0513770692050457,675142336.0,0.0,0.0,0.8945542573928833,0.9466010928153992,1.1379032135009766,2.251519203186035,4.399664878845215,4.961802959442139,4.876646518707275,4.271905899047852,3.3457393646240234,2.0343480110168457,1.2194969654083252,0.9214271306991576,2.6051340103149414,5.007249355316162,0.8752492666244507,58.43656921386719,46.57740020751953,38.6230354309082,0.3003018796443939,0.2758658230304718,0.3044027686119079,0.0093107623979449,0.014651034027338,0.0092650707811117,49.57163619995117,1342.6317138671875,12969.2685546875,0.5493156313896179,0.4438582360744476,0.4210296273231506,0.0410000048577785,0.0410000048577785,0.0410000048577785,0.6930521726608276,0.0,0.2983805537223816,0.0,0.0085617750883102,5.478114871948492e-06,1
1109,1.3244552612304688,0.0,0.0291857346892356,36689.9765625,0.036470241844654,0.921187460422516,0.0620794557034969,1.7464700937271118,1.6682853698730469,1.7464700937271118,1.7914700508117676,1.884999394416809,1.934117078781128,1.9547054767608645,1.966470003128052,1.9547054767608645,1.934117078781128,1.881175875663757,1.799696445465088,1.8549017906188965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7458336353302002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7458336353302002,0.2199999690055847,0.0282857101410627,0.6529410481452942,0.7599998712539673,1.0982351303100586,1.369999647140503,1.369999647140503,1.367058515548706,1.268529176712036,1.1999998092651367,0.5279410481452942,0.1299999803304672,0.8324997425079346,0.0,0.0,431.378173828125,177.43089294433594,69.0640640258789,1096.431640625,0.0691418722271919,0.0565394386649131,286214496.0,0.0,0.0,1.2142767906188965,1.3208736181259155,1.624905705451965,2.7909226417541504,4.414841175079346,4.723154544830322,4.333190441131592,3.788550615310669,3.154913902282715,2.2876205444335938,1.5356453657150269,1.2143540382385254,2.700270891189575,4.802265644073486,1.1666089296340942,49.89219665527344,42.59101486206055,36.62303924560547,0.2938412129878998,0.2756026983261108,0.3068118691444397,0.0087541611865162,0.0148072727024555,0.0094113098457455,48.891510009765625,1302.3310546875,11827.4541015625,0.5436751842498779,0.4422184824943542,0.4242257475852966,0.0410000048577785,0.0410000048577785,0.0410000048577785,0.690926194190979,0.0,0.286903977394104,0.0,0.0215829014778137,0.0005868755979463,1
1163,1.4611492156982422,0.0,0.0183579418808221,21922.9765625,0.0322038866579532,0.8904284834861755,0.0948701128363609,2.659412145614624,2.5457143783569336,2.662353038787842,2.7829411029815674,2.8552942276000977,2.9202942848205566,2.974705696105957,3.0129411220550537,2.974705696105957,2.9202942848205566,2.8508822917938232,2.7896971702575684,2.828505277633667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90125036239624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90125036239624,0.0299999937415123,0.0062857144512236,0.2202940583229065,0.2385293543338775,0.524411678314209,0.6699998378753662,0.6667645573616028,0.5591175556182861,0.5299999117851257,0.5170587301254272,0.0882352814078331,0.0299999974668025,0.3399999141693115,0.0,0.0,334.7781066894531,172.4533233642578,99.85343933105467,816.9542846679688,0.0580230355262756,0.0524887479841709,248454336.0,0.0,0.0,1.32142174243927,1.4304529428482056,1.681300401687622,2.5859878063201904,3.897409200668335,4.221470832824707,3.898827314376831,3.424626350402832,2.901125431060791,2.2533881664276123,1.6650848388671875,1.3439792394638062,2.5520896911621094,4.2892374992370605,1.2860678434371948,58.16669845581055,45.507442474365234,40.77476501464844,0.2800889611244201,0.2702352404594421,0.3101582825183868,0.0085298223420977,0.0152068641036748,0.0098503325134515,47.60603332519531,1248.7784423828125,11834.4384765625,0.5163072347640991,0.4249435067176819,0.421795904636383,0.0410000011324882,0.0410000011324882,0.0410000011324882,0.6369321942329407,0.0,0.3151884377002716,0.0,0.0478793494403362,0.0,1
1265,1.254180908203125,0.0,0.0367749407887458,26939.67578125,0.0429290235042572,0.9353363513946532,0.0210846439003944,0.063235267996788,0.0599999725818634,0.063235267996788,0.066176451742649,0.0691176354885101,0.0705882236361503,0.0720588192343711,0.0720588192343711,0.0720588192343711,0.0705882236361503,0.0691176354885101,0.0666666477918624,0.0678921267390251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599999874830246,0.0828571319580078,0.1811764389276504,0.2349999547004699,0.7444116473197937,1.2199997901916504,1.2214703559875488,1.2658820152282717,1.1164703369140625,0.6523528099060059,0.067941166460514,0.0,0.570833146572113,0.0,0.0,1209.7113037109375,455.75689697265625,431.9542846679688,2333.592041015625,0.1315228790044784,0.0834693536162376,291364480.0,0.0,0.0,0.6437376737594604,0.7502814531326294,0.9066921472549438,1.2636988162994385,2.403635740280152,3.377535343170166,3.217153310775757,2.5995304584503174,1.9429105520248413,1.2677816152572632,0.810725212097168,0.6199542284011841,1.6503030061721802,3.473001480102539,0.6015753149986267,116.69867706298828,61.96099472045898,49.51536560058594,0.3144556283950805,0.2815758287906647,0.3059448897838592,0.0108525492250919,0.0147688305005431,0.0090875448659062,49.85784149169922,1298.1116943359375,14146.9580078125,0.5490090250968933,0.4515144228935241,0.4253543317317962,0.0410000048577785,0.0410000048577785,0.0410000048577785,0.4877402186393738,0.0,0.5094165205955505,0.0,0.0028432647231966,0.0,3
1268,1.6342445611953735,0.0,0.0355035066604614,66405.5078125,0.0382014401257038,0.938161849975586,0.0209040604531765,0.126470535993576,0.1199999451637268,0.126470535993576,0.1323529034852981,0.1382352709770202,0.1411764472723007,0.1441176384687423,0.1441176384687423,0.1441176384687423,0.1411764472723007,0.1382352709770202,0.1333333104848861,0.1357842534780502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6099998950958252,0.5411427617073059,0.9352939128875732,1.4667644500732422,2.37999963760376,3.369999408721924,3.3755874633789062,3.547940492630005,3.1247053146362305,2.244999408721924,0.7538233995437622,0.5499999523162842,1.908332586288452,0.0,0.0,1041.7060546875,434.80670166015625,222.80148315429688,2333.592041015625,0.1258217394351959,0.0800281837582588,650187840.0,0.0,0.0,0.6975510716438293,0.810278058052063,0.988873302936554,1.4137927293777466,2.6519296169281006,3.600637674331665,3.386167287826538,2.7446062564849854,2.067512035369873,1.3691909313201904,0.8944311738014221,0.6784481406211853,1.7752848863601685,3.691230535507202,0.6557806134223938,105.6613998413086,61.26845169067383,50.072601318359375,0.3084010779857635,0.2832227349281311,0.3105242848396301,0.0102645987644791,0.0151135465130209,0.0094517972320318,49.87037658691406,1309.1978759765625,12969.083984375,0.5489728450775146,0.4525247514247894,0.4282995462417602,0.0410000085830688,0.0410000085830688,0.0410000085830688,0.5062016248703003,0.0,0.4912059605121612,0.0,0.0025924239307641,0.0,1
1295,1.4307730197906494,0.0,0.0359711274504661,54101.3359375,0.0381015054881572,0.9402812123298644,0.0163153652101755,0.0252941120415925,0.025142852216959,0.0252941120415925,0.0252941120415925,0.0279411692172288,0.0282352864742279,0.0285294037312269,0.0285294037312269,0.0285294037312269,0.0282352864742279,0.0279411692172288,0.025454543530941,0.0270343087613582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299999937415123,0.0208571404218673,0.3917646408081054,0.4641175866127014,0.9591175317764282,1.919999599456787,1.919999599456787,1.903234839439392,1.337646722793579,0.9138233661651612,0.3697057962417602,0.0299999974668025,0.8549997806549072,0.0,0.0,989.9625854492188,405.7851867675781,191.7716217041016,2182.756103515625,0.1218848749995231,0.0868379920721054,479007968.0,0.0,0.0,0.6755011081695557,0.7545296549797058,0.8930026292800903,1.368356466293335,2.8975934982299805,3.977919816970825,3.8106632232666016,3.1853115558624268,2.350752830505371,1.4677225351333618,0.90433931350708,0.6803765892982483,1.9138392210006716,4.072028160095215,0.6508023738861084,100.15333557128906,61.993160247802734,50.0014533996582,0.3126406669616699,0.2900453507900238,0.3181325793266296,0.010487568564713,0.0162273943424224,0.0101689808070659,49.93472671508789,1318.2530517578125,13030.234375,0.5494261384010315,0.4551173448562622,0.4307839274406433,0.0410000048577785,0.0410000048577785,0.0410000048577785,0.5282744765281677,0.0,0.470420092344284,0.0,0.0012795251095667,2.594402940303553e-05,1
1302,1.5256679058074951,0.0,0.0264052785933017,43341.32421875,0.0345452986657619,0.8999782204627991,0.0597827658057212,0.8379411101341248,0.8014284372329712,0.8379411101341248,0.886176347732544,0.9338234066963196,0.9900000095367432,1.01941180229187,1.0220588445663452,1.0135293006896973,0.9785292744636536,0.9282351732254028,0.891818106174469,0.9281859993934632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812501192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812501192092896,0.419999897480011,0.03628571331501,1.2699997425079346,1.2849997282028198,1.803529143333435,2.5799994468688965,2.5799994468688965,2.5679404735565186,2.1591172218322754,1.770587921142578,0.7888233661651611,0.4199999570846557,1.4724996089935305,0.0,0.0,475.22161865234375,243.8656005859375,104.87492370605467,1243.6558837890625,0.0658090338110923,0.0512021891772747,493077216.0,0.0,0.0,1.114944338798523,1.224069595336914,1.4798563718795776,2.5245087146759038,4.101298809051514,4.660414218902588,4.21234941482544,3.512557983398437,2.6480190753936768,1.925058960914612,1.409128189086914,1.1165120601654053,2.494059562683105,4.731635570526123,1.07539165019989,89.40692138671875,58.25241470336914,49.20384216308594,0.303242951631546,0.2943595647811889,0.322586715221405,0.010381918400526,0.0183823853731155,0.0113056534901261,49.638328552246094,1268.1939697265625,10530.814453125,0.5326793789863586,0.4458115994930267,0.4241908490657806,0.0410000048577785,0.0410000048577785,0.0410000048577785,0.5606248378753662,0.0,0.4321417212486267,0.0,0.0072334585711359,0.0,1
