indroea;lugar;comentario;serv;suprest;suprcnc;hoja_id;alti;altimax;naa;naam;naai;num_cuenca;muni_id;xutm;yutm;xutm30;yutm30;long;lat;longwgs84;latwgs84;observ1;observ2;observ3;observ4;observ5;xetrs89;yetrs89;cod_saih
9001;MIRANDA DE EBRO                    ;;1;5481;85001;202;459;2175;99;109;51;9053;9219;503750;4726339;503750;4726339;-25715;424120;-25720;424116;DATOS MODIFICADOS 1996-97 A 2018-19 (ANUARIO 19-20)                                                 ;;;;;503643;4726131;A001
9002;CASTEJON                           ;;1;25194;85001;242;265;2886;87;89;58;9241;31070;607902;4670804;607902;4670804;-14136;421052;-14141;421048;DATOS MODIFICADOS DE 1996-97 A 2006-07 (ANUARIO 15-16)                                              ;;;;;607794;4670595;A002
9003;ANDOSILLA                          ;;1;1445;1461;205;304;1438;96;107;43;9152;31015;586644;4692055;586644;4692055;-15652;422231;-15656;422227;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;586537;4691846;A003
9004;FUNES                              ;;1;2759;2759;244;284;1494;95;105;27;9231;31107;598895;4685633;598895;4685633;-14760;421857;-14804;421853;DATOS MODIFICADOS DE 1980-81 A 2018-19 (ANUARIO 19-20)                                              ;;;;;598788;4685424;A004
9005;CAPARROSO                          ;;1;5469;8521;206;302;2886;98;108;41;9210;31065;611264;4688981;611264;4688981;-13857;422040;-13902;422036;DATOS MODIFICADOS DE 1965-66 A 1984-85 RESPECTO A PUBLICADOS                                        ;;;;;611157;4688772;A005
9006;MARAÑON                            ;;1;87;1461;171;630;2886;73;73;56;9146;31162;545265;4719840;545265;4719840;-22653;423744;-22657;423740;DATOS MODIFICADOS 2014-15 (ANUARIO 15-16)                                                           ;;;;;545158;4719632;A006
9007;CETINA                             ;INT 2005                                                              ;0;1600;9718;436;670;1370;81;88;45;9260;50081;586579;4572511;586579;4572511;-15757;411755;-15802;411751;LOS DATOS DE 2008-09 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;586470;4572302;
9008;NUEVALOS                           ;;1;732;1544;437;699;1441;88;99;34;9265;50192;601319;4561596;601319;4561596;-14730;411155;-14735;411151;DATOS MODIFICADOS DE 1982-82 A 2018-19 (ANUARIO 19-20)                                              ;;;;;601210;4561387;A008
9009;HUERMEDA                           ;INT 1995                                                              ;0;7164;9718;465;510;1605;74;84;45;9280;50067;617175;4581867;617175;4581867;-13556;412245;-13600;412241;;;;;;617066;4581658;
9010;DAROCA                             ;;1;2202;2597;465;750;1605;96;107;30;9277;50094;632826;4551974;632826;4551974;-12505;410627;-12510;410623;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;632717;4551765;A010
9011;ZARAGOZA                           ;;1;40434;85001;383;201;2886;98;109;63;9289;50297;676533;4614247;676533;4614247;-5247;413935;-5252;413931;DATOS MODIFICADOS DE 1996-97 A 2006-07 (ANUARIO 15-16)                                              ;;;;;676425;4614038;A011
9012;ARDISA                             ;;1;2040;4009;247;390;3151;99;109;57;9322;22905;685725;4671825;685725;4671825;-4505;421033;-4510;421029;;;;;;685617;4671615;A012
9013;GRAUS                              ;;1;893;1532;250;450;3404;78;82;55;9589;22117;280944;4676145;776290;4678160;2048;421222;2043;421218;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;776182;4677949;A013
9014;HIJAR                              ;;1;1419;2111;441;260;1597;84;86;44;9356;44122;713736;4561466;713736;4561466;-2707;411032;-2712;411028;;;;;;713627;4561256;A014
9015;ALCAÑIZ                            ;;1;3476;3892;469;297;1997;90;97;46;9377;44013;741168;4549056;741168;4549056;-749;410323;-754;410319;;;;;;741059;4548846;
9016;GRADO, EL                          ;INT 1974                                                              ;0;2127;9699;288;467;3375;44;53;12;9574;22115;767753;4670939;767753;4670939;1424;420839;1419;420835;;;;;;767645;4670728;
9017;FRAGA                              ;;1;9612;9699;387;100;3404;82;85;42;9626;22112;276862;4603690;777281;4605572;1928;413311;1924;413307;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;777173;4605362;A017
9018;JACA                               ;;1;238;8521;176;793;2886;80;90;54;9166;22130;700812;4717118;700812;4717118;-3311;423447;-3316;423443;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;700705;4716908;A018
9019;BOSSOST                            ;;1;440;547;148;700;2749;43;42;1;9675;25059;311242;4739434;802050;4743467;4133;424700;4128;424656;LOS DATOS DE 2009-10 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;801942;4743254;A019
9020;PUIGCERDA                          ;;1;153;157;217;1189;2921;79;84;34;9384;17141;903828;4711283;903828;4711283;15436;422652;15431;422649;DATOS MODIFICADOS DE 2008-09 A 2014-15 (ANUARIO 15-16)                                              ;;;;;903720;4711072;A020
9021;PUIGCERDA                          ;;1;311;22579;217;1120;2909;81;86;42;9383;17141;905987;4708819;905987;4708819;15604;422529;15559;422525;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;905879;4708608;A021
9022;SEO DE URGEL                       ;;1;559;562;215;697;2865;94;103;49;9424;25203;372704;4691171;866845;4699632;12715;422142;12711;422138;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;866737;4699421;A022
9023;SEO DE URGEL                       ;;1;1233;22579;215;670;2921;93;93;46;9401;25203;867444;4698760;867444;4698760;12739;422113;12735;422109;LOS DATOS DE 2007-08, 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                    ;;;;;867336;4698549;A023
9024;LERIDA                             ;;1;11369;22579;388;150;3205;82;89;0;9537;25120;301654;4609029;801654;4612625;3711;413627;3707;413623;LOS DATOS DE 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                                       ;;;;;801546;4612414;A024
9025;SEROS                              ;;1;12782;22579;415;85;3205;88;92;55;9539;25204;284279;4592313;785473;4594733;2503;412710;2459;412706;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;785365;4594523;A025
9026;ARROYO                             ;;1;469;85001;108;812;2175;96;106;55;9007;39065;413781;4757422;413781;4757422;-40326;425750;-40330;425746;;;;;;413674;4757216;A026
9027;TORTOSA                            ;;1;84230;85001;522;25;3404;90;95;52;9662;43155;290895;4521074;796985;4524084;3115;404848;3111;404844;DATOS MODIFICADOS 2011-12 Y 2012-13 (ANUARIO 13-14). DATOS DE 2011-12 PENDIENTES DE REVISION        ;;;;;796876;4523874;A027
9028;FAYON                              ;INT 1968                                                              ;0;80183;85001;443;70;3404;41;49;0;9628;50105;278548;4569752;781314;4571820;2126;411453;2121;411449;;;;;;781206;4571610;
9029;MEQUINENZA                         ;INT 1968                                                              ;0;57442;85001;415;70;3444;35;43;0;9378;50165;775189;4584110;775189;4584110;1723;412139;1718;412135;;;;;;775081;4583900;
9030;SANTOLEA                           ;INT 2010                                                              ;0;1002;3892;519;584;1997;63;63;40;9364;44071;722311;4513402;722311;4513402;-2202;404427;-2206;404423;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;722202;4513193;A030
9031;ZORITA                             ;;1;1038;1213;520;570;1762;52;56;26;9370;12141;740130;4518312;740130;4518312;-916;404648;-921;404644;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;740021;4518102;A031
9032;PERALTA DE ALCOFEA                 ;;1;362;362;325;310;2077;75;80;28;9618;22124;738321;4643896;738321;4643896;-736;415437;-741;415433;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;738213;4643686;A032
9033;PERALTA DE ALCOFEA                 ;;1;765;3385;325;310;2077;76;81;28;9615;22124;738512;4644293;738512;4644293;-727;415450;-732;415446;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;738404;4644083;A033
9034;MANSILLA                           ;;1;242;1100;278;860;2093;80;90;41;9106;26093;507822;4667930;507822;4667930;-25419;420946;-25424;420942;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;507714;4667722;A034
9035;VILLOSLADA DE CAMEROS              ;;1;285;692;279;990;2168;76;86;44;9132;26177;528765;4664016;528765;4664016;-23907;420737;-23912;420733;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;528657;4663808;A035
9036;ISLALLANA                          ;;1;573;692;242;565;2168;80;90;57;9134;26103;539195;4685352;539195;4685352;-23128;421907;-23132;421903;LOS DATOS DE 2009-10 Y 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                             ;;;;;539088;4685144;A036
